ts,ad_channel,device,region,campaign,spend_l7,pages_per_session,sessions_l30,time_on_site_s,pricing_views_l7,past_purchases,discount_flag,competitor_visits,converted
11/24/24 10:00,social,mobile,NA,retargeting,556.9183930181447,6.430422738120681,6,414.36521950759396,0,0,0,0,0
11/24/24 11:00,display,mobile,NA,nonbrand,392.91850567797866,3.028566973713384,2,250.5468012135317,2,2,0,0,0
11/24/24 12:00,display,desktop,NA,nonbrand,386.9673895959499,5.114482932081137,7,308.32502972592965,1,1,0,0,1
11/24/24 13:00,social,desktop,NA,retargeting,761.9096058798907,2.2356171212034934,9,176.1572915,3,0,0,0,1
11/24/24 14:00,display,desktop,NA,brand,544.1088129005727,3.7597075623506613,4,243.88513693850456,1,0,0,0,1
11/24/24 15:00,search,tablet,EU,nonbrand,1020.078860053648,4.472420335,8,241.4587979384094,0,1,0,0,1
11/24/24 16:00,email,mobile,NA,nonbrand,452.3908678917261,2.4787249869708465,4,161.9317283634812,1,0,0,0,1
11/24/24 17:00,direct,desktop,NA,retargeting,483.87352775817146,6.0030195004156495,7,416.1584002578367,2,2,0,0,1
11/24/24 18:00,search,desktop,EU,brand,1126.8365537404522,3.367431179116629,6,281.78765372774353,3,0,0,0,1
11/24/24 19:00,email,mobile,NA,nonbrand,332.9107928070023,4.470544306,3,284.7751370539649,3,1,0,0,0
11/24/24 20:00,email,mobile,NA,seasonal,375.12827715724313,2.903903329208441,3,143.82115210708585,1,0,0,0,1
11/24/24 21:00,social,desktop,EU,retargeting,690.4515543,4.425542397956648,2,385.1543269419333,1,3,0,0,1
11/24/24 22:00,search,mobile,EU,nonbrand,839.1049546652157,3.5713564441253363,10,267.7134460616736,2,0,0,0,1
11/24/24 23:00,email,desktop,NA,brand,372.91810688456906,3.8564319046093796,2,300.3510602031287,7,2,0,0,1
11/25/24 0:00,social,desktop,EU,retargeting,782.6139851548689,5.486515323590686,4,386.9756245199356,0,0,0,0,1
11/25/24 1:00,search,mobile,EU,seasonal,1207.1264329148107,4.246969756,2,260.5960139951659,2,0,0,0,0
11/25/24 2:00,display,tablet,NA,nonbrand,442.7563422380905,3.843477662952482,3,290.5217505735733,3,1,0,0,1
11/25/24 3:00,social,desktop,APAC,retargeting,557.8843883701207,4.911644840816854,6,296.10805693163707,1,1,0,0,1
11/25/24 4:00,search,mobile,EU,retargeting,988.5623339716036,3.519593157430998,6,179.23010786184187,2,2,0,0,0
11/25/24 5:00,direct,desktop,EU,retargeting,316.1136335770467,3.5737520315459976,10,262.7120661241925,3,0,0,0,1
11/25/24 6:00,search,desktop,NA,seasonal,1054.4711611814926,4.534627516133235,4,337.04072093820724,2,0,0,1,1
11/25/24 7:00,social,mobile,NA,nonbrand,453.2330243578816,4.591024482313208,4,356.01784457897065,0,1,0,0,0
11/25/24 8:00,display,tablet,APAC,retargeting,524.8194302988677,3.3149326681661924,2,184.11249813646455,0,0,0,0,0
11/25/24 9:00,search,desktop,NA,brand,1046.733441032278,4.500294347264196,4,294.7661388033864,1,3,0,0,1
11/25/24 10:00,display,mobile,APAC,seasonal,565.1343318,2.658956445471333,5,175.51903004005283,0,0,0,0,1
11/25/24 11:00,display,desktop,APAC,retargeting,697.8893871162884,4.976354299831384,7,299.0069063588141,1,1,0,0,1
11/25/24 12:00,social,mobile,NA,nonbrand,638.2259860319826,3.5550700310917445,4,187.8033274260651,2,0,0,0,1
11/25/24 13:00,social,mobile,EU,retargeting,734.2137063995317,2.797050489589088,7,160.89568877988518,0,0,0,0,1
11/25/24 14:00,direct,desktop,NA,brand,278.6173123742697,4.359621786812932,6,295.5163281164772,0,0,0,0,0
11/25/24 15:00,affiliate,desktop,NA,nonbrand,292.2853496439753,4.779140211889784,5,323.06814633201134,3,0,0,0,0
11/25/24 16:00,search,tablet,EU,brand,1041.162101341293,3.6130965860804047,5,175.06422449273418,4,0,0,0,1
11/25/24 17:00,social,desktop,APAC,seasonal,755.5782162955467,4.765186145,4,347.23208067206156,1,0,0,0,0
11/25/24 18:00,social,desktop,NA,retargeting,595.9555714368819,4.816323820682298,5,346.0869663987559,0,1,0,0,1
11/25/24 19:00,affiliate,desktop,NA,nonbrand,223.74452832539527,4.538823414824114,7,311.30397264414245,2,1,0,1,1
11/25/24 20:00,email,desktop,APAC,seasonal,345.31868538919406,4.449661419044606,7,340.69193298881294,2,0,0,1,1
11/25/24 21:00,social,mobile,EU,brand,746.4962829807797,3.817832489210502,4,214.80685837699477,2,1,0,0,0
11/25/24 22:00,affiliate,desktop,NA,nonbrand,388.09562026028823,4.341729885981859,5,377.4643782117802,0,2,0,0,0
11/25/24 23:00,social,desktop,EU,nonbrand,748.3577893989657,5.055217029533935,6,314.88934776268115,8,0,1,0,1
11/26/24 0:00,search,mobile,LATAM,retargeting,1032.9288450719434,2.3051573802653325,4,155.43938898091386,1,0,0,0,1
11/26/24 1:00,display,desktop,LATAM,retargeting,544.4293577048551,5.586001591898745,5,398.94432510850805,2,0,0,0,1
11/26/24 2:00,social,desktop,NA,brand,616.1712267013017,5.251499714638242,3,371.96894759891546,1,1,0,0,1
11/26/24 3:00,display,mobile,NA,brand,794.0329144742926,2.2532956475340593,3,147.09503196126113,2,0,0,0,1
11/26/24 4:00,social,tablet,EU,brand,588.0765280795478,4.319441986454064,8,255.73355630096646,0,0,0,0,1
11/26/24 5:00,email,tablet,APAC,nonbrand,209.49897762406297,4.5292454565858105,6,232.19630998316086,1,1,0,0,1
11/26/24 6:00,direct,mobile,NA,seasonal,338.07882359297867,3.3779988188897834,2,172.2606758,1,0,0,0,1
11/26/24 7:00,search,desktop,EU,seasonal,911.4620720694365,4.631371109539643,4,297.80058312297837,0,1,1,0,1
11/26/24 8:00,social,mobile,NA,nonbrand,498.31318078520985,3.325938201874442,3,156.13425124711495,3,1,0,0,1
11/26/24 9:00,display,desktop,NA,brand,372.67836234929973,3.4971536644702454,5,254.73710524645702,4,2,0,0,1
11/26/24 10:00,search,mobile,APAC,retargeting,1011.310688092851,4.934297952875969,9,288.7954661716281,2,1,0,0,1
11/26/24 11:00,email,mobile,APAC,seasonal,45.91306387353603,2.870182169950823,5,233.75984023097104,1,0,0,0,0
11/26/24 12:00,display,tablet,NA,nonbrand,319.69091456082054,2.2766081412638757,6,141.9441564427348,1,0,0,0,0
11/26/24 13:00,search,mobile,NA,brand,1162.4368666766009,2.3189299502196055,7,130.89546413570787,0,0,0,0,0
11/26/24 14:00,affiliate,tablet,EU,brand,701.6694099261867,3.137860604954305,4,237.88624882205346,2,0,0,1,1
11/26/24 15:00,social,desktop,NA,brand,722.6312664508858,4.804172479495518,8,285.9648164389392,4,1,0,0,1
11/26/24 16:00,search,desktop,EU,nonbrand,1219.9083127526324,5.132768687338148,2,360.48770153873875,0,0,0,0,1
11/26/24 17:00,search,mobile,NA,nonbrand,1199.6749490198595,4.986999850628967,3,328.9224519743537,0,0,1,0,1
11/26/24 18:00,email,tablet,EU,retargeting,116.47857773079573,3.7424842454924554,14,299.2434091355757,5,0,1,0,1
11/26/24 19:00,direct,desktop,APAC,retargeting,183.8448068262396,5.560621631194817,3,416.4420803577716,1,0,0,0,0
11/26/24 20:00,social,desktop,EU,nonbrand,609.7142563250779,3.0167890763547933,6,172.81132999280868,0,1,0,0,1
11/26/24 21:00,search,tablet,NA,seasonal,961.4017364861728,3.4291730704104433,4,226.5462500612826,2,0,0,0,1
11/26/24 22:00,search,mobile,NA,brand,1272.2543093617091,3.628509034279959,7,198.83067613074837,1,0,0,0,1
11/26/24 23:00,display,desktop,NA,brand,445.64891242602204,3.2380314514352673,7,222.9770065875507,1,1,0,0,0
11/27/24 0:00,social,mobile,NA,seasonal,611.4908038516223,3.939945935775325,2,179.85315566356996,1,0,0,0,1
11/27/24 1:00,social,desktop,NA,nonbrand,871.4945707706194,4.169671449,8,246.6328912615931,1,0,0,0,0
11/27/24 2:00,social,desktop,APAC,brand,609.4009169306818,4.511145812000515,2,377.3268868,0,0,0,0,1
11/27/24 3:00,social,mobile,EU,brand,672.1678044416116,2.339005694222926,2,136.57256988944496,1,0,0,0,1
11/27/24 4:00,display,desktop,NA,brand,551.8441882069454,3.602182964295807,3,260.1639453341777,1,2,0,0,0
11/27/24 5:00,display,mobile,EU,brand,356.3535876054734,3.4834686832358543,0,236.91483106180874,1,1,0,0,1
11/27/24 6:00,search,desktop,NA,nonbrand,951.5612739714458,5.2307162296646545,3,357.6229417232433,1,0,0,0,1
11/27/24 7:00,social,desktop,NA,seasonal,760.2120706942477,3.585351470167131,7,242.60622918347204,5,0,0,0,1
11/27/24 8:00,social,mobile,NA,nonbrand,624.6843859789251,2.8944640490747164,2,151.9199178481809,0,0,0,1,1
11/27/24 9:00,display,mobile,EU,nonbrand,716.3765764193232,5.126148871232443,5,279.6221059706769,1,1,0,0,1
11/27/24 10:00,search,desktop,NA,brand,1089.9576209871552,4.894682620832191,6,329.6578011826125,2,1,0,1,0
11/27/24 11:00,search,mobile,NA,brand,938.4387496249952,3.517654615,4,150.98883187768956,0,1,0,0,0
11/27/24 12:00,social,mobile,NA,nonbrand,761.2071070051331,3.508080112430216,5,197.2241653871967,1,2,0,0,0
11/27/24 13:00,search,mobile,EU,brand,869.9115916915634,3.166506606194305,5,206.52333690280216,0,0,0,1,0
11/27/24 14:00,display,desktop,EU,brand,550.1222323840135,4.886503455956945,5,384.56728204797196,1,0,0,1,0
11/27/24 15:00,social,mobile,NA,brand,599.9304308847452,4.038187924409829,5,257.21071842398385,1,0,0,0,0
11/27/24 16:00,search,mobile,EU,seasonal,982.2439083504358,3.5836246534107503,4,205.15241496411235,0,0,1,0,1
11/27/24 17:00,display,desktop,NA,retargeting,528.3543684197592,3.8002702201483034,9,255.91775177314776,2,0,0,0,1
11/27/24 18:00,social,mobile,APAC,nonbrand,539.0044298221829,3.644268212801735,1,147.96097615557642,0,1,0,0,0
11/27/24 19:00,search,desktop,APAC,retargeting,942.4634723489818,5.993448599962137,7,435.47897937823325,2,1,0,0,0
11/27/24 20:00,email,tablet,NA,nonbrand,454.8191358,3.6480463467331847,10,171.73840174349348,1,1,0,0,1
11/27/24 21:00,social,desktop,NA,brand,657.4820441,2.8968695906762663,1,243.69159620706938,1,0,0,0,1
11/27/24 22:00,affiliate,desktop,EU,seasonal,392.60760303292136,4.700495710486327,3,341.7266888,1,2,0,1,1
11/27/24 23:00,search,mobile,APAC,nonbrand,1005.946345862061,2.4781623960453083,5,223.3622495414799,1,2,1,1,0
11/28/24 0:00,affiliate,mobile,APAC,retargeting,707.8740662055461,2.7306639383606077,7,145.01938020989172,3,1,0,0,1
11/28/24 1:00,email,mobile,APAC,retargeting,540.4723541288156,5.100108141084772,2,306.47988171451607,0,0,0,0,1
11/28/24 2:00,search,desktop,LATAM,nonbrand,623.8907748895622,2.924363438565158,1,251.8950677488001,1,0,0,0,1
11/28/24 3:00,social,desktop,APAC,brand,396.70645973211026,4.464498141240929,2,262.09160434452076,0,0,0,0,0
11/28/24 4:00,display,desktop,NA,retargeting,433.3916495963883,4.886596506476613,12,247.6369389,1,1,0,0,1
11/28/24 5:00,social,desktop,NA,brand,630.9959213243652,4.557873449444353,7,294.1558046429285,0,1,0,0,1
11/28/24 6:00,social,desktop,NA,brand,518.8742610638867,4.634297762932041,4,346.2351524011905,1,1,0,0,0
11/28/24 7:00,direct,mobile,APAC,nonbrand,302.51881774081846,3.251923406,2,265.97288550795764,1,0,0,0,0
11/28/24 8:00,display,desktop,EU,nonbrand,561.4421206570426,4.070401374754663,4,190.88712287305304,2,1,0,0,0
11/28/24 9:00,direct,desktop,NA,brand,350.9219086535222,3.9745236409906544,8,266.4329410957547,3,0,0,0,1
11/28/24 10:00,email,mobile,APAC,nonbrand,387.70788431399285,4.419520081980878,7,275.09803889530815,1,2,0,0,1
11/28/24 11:00,email,mobile,NA,brand,597.3191997,3.717168705069226,7,184.15863321742785,3,1,0,0,1
11/28/24 12:00,display,mobile,NA,nonbrand,634.1977956440032,4.298738405445081,5,256.2870026451198,1,1,0,0,1
11/28/24 13:00,display,mobile,NA,seasonal,521.9613423759105,4.031368211207984,3,331.7926575611215,1,1,0,0,0
11/28/24 14:00,affiliate,mobile,LATAM,seasonal,299.5327373807082,2.294508762810882,3,192.32921702128164,0,0,0,0,0
11/28/24 15:00,display,desktop,EU,nonbrand,680.5301634784896,4.816493035573938,2,356.8635956,0,1,0,0,0
11/28/24 16:00,search,mobile,NA,brand,959.7819674147784,2.912294727758302,3,171.33954873017154,1,0,1,1,1
11/28/24 17:00,display,desktop,APAC,retargeting,619.6878551214469,4.74554712,7,359.0492647283257,1,2,0,0,0
11/28/24 18:00,search,mobile,EU,nonbrand,971.2138122449142,5.022507049760803,0,308.29293918532073,0,0,0,0,0
11/28/24 19:00,direct,mobile,NA,retargeting,418.8182158342446,2.177185503151751,8,124.68461454088875,1,1,1,0,0
11/28/24 20:00,display,mobile,NA,seasonal,500.95469892298075,3.3543847942890976,5,225.22761233268142,3,0,0,0,1
11/28/24 21:00,display,mobile,LATAM,brand,455.9801378764462,2.494294670968046,2,206.82191903427713,0,1,1,0,0
11/28/24 22:00,search,desktop,EU,nonbrand,1259.7456052580922,4.243569668,4,250.04243872931747,1,2,0,0,0
11/28/24 23:00,social,mobile,APAC,brand,511.2626886851632,4.028485084771949,5,219.90802936946412,3,0,0,0,1
11/29/24 0:00,social,mobile,EU,nonbrand,525.0032946210761,3.743331478897611,5,236.93685101777297,1,1,0,0,0
11/29/24 1:00,display,desktop,EU,nonbrand,694.4897078394565,4.519464426933882,3,310.5790945400972,0,0,0,0,0
11/29/24 2:00,display,desktop,EU,retargeting,506.08381984023896,3.606208699,6,235.70236615330873,3,2,0,1,1
11/29/24 3:00,social,tablet,EU,nonbrand,690.1473070770812,5.018656509694341,2,248.23584842304663,0,0,1,0,0
11/29/24 4:00,search,mobile,LATAM,nonbrand,1181.7048721129802,2.739020931563235,4,135.88548755704005,0,0,0,0,1
11/29/24 5:00,social,desktop,NA,brand,627.9639114631983,3.467635861272743,1,235.5470730303025,1,1,1,1,1
11/29/24 6:00,social,desktop,NA,nonbrand,463.7045798358743,4.294361136167265,4,345.8262007246691,2,0,0,1,0
11/29/24 7:00,email,mobile,NA,nonbrand,145.84669190004655,3.850042638922985,6,220.10466013047105,3,0,0,0,1
11/29/24 8:00,affiliate,mobile,EU,brand,292.2032085,3.1175071947720894,3,180.8694186068813,1,2,0,0,1
11/29/24 9:00,email,desktop,APAC,nonbrand,409.68042931394416,4.318841227685539,7,340.1678413159517,0,0,0,1,1
11/29/24 10:00,search,desktop,EU,seasonal,1013.6253349618463,3.6230907831339607,9,277.85854887462307,3,1,0,0,1
11/29/24 11:00,search,desktop,NA,retargeting,1076.7863111860784,5.665749128337315,6,390.4792245717938,1,1,0,0,1
11/29/24 12:00,direct,mobile,NA,nonbrand,360.9318305995303,5.203839831282531,1,286.25070819728097,0,1,0,1,1
11/29/24 13:00,direct,desktop,EU,seasonal,449.1605365315889,4.757149178437838,2,306.2597383,1,1,0,0,1
11/29/24 14:00,search,desktop,EU,retargeting,1125.8151000256432,4.152498143374427,6,374.23416869972544,1,3,0,0,1
11/29/24 15:00,display,desktop,NA,nonbrand,374.17513687749516,3.9088382536750927,1,238.76385184550458,0,0,0,0,1
11/29/24 16:00,social,tablet,EU,retargeting,596.4188375640936,4.2907456548339695,4,233.9498565216141,2,0,0,0,1
11/29/24 17:00,search,desktop,NA,nonbrand,953.966769,0.8179364301671259,5,32.066586375686114,0,1,0,0,1
11/29/24 18:00,direct,mobile,APAC,nonbrand,335.75808180279597,2.2825714216178463,2,113.82866770630716,0,0,0,0,0
11/29/24 19:00,direct,desktop,NA,nonbrand,287.5383751478886,2.330809855296657,6,157.1290387,2,2,0,0,1
11/29/24 20:00,direct,desktop,EU,retargeting,106.59221911419672,5.350880715107329,2,377.1503617636282,0,0,0,0,1
11/29/24 21:00,search,desktop,APAC,retargeting,1082.7235430524008,5.812222365068837,8,449.1735199053056,3,1,0,0,1
11/29/24 22:00,social,desktop,NA,seasonal,582.7128354772702,5.697363829009905,3,388.46811206636954,0,0,0,0,0
11/29/24 23:00,affiliate,mobile,NA,nonbrand,233.6513061551013,4.416554114,6,244.6604284525251,3,1,0,0,0
11/30/24 0:00,display,mobile,EU,brand,535.2646582523864,4.081173256153206,3,252.52356281100958,2,1,0,0,1
11/30/24 1:00,social,desktop,EU,seasonal,744.4432913984289,3.5898903599193845,2,248.63763842368982,1,0,0,0,1
11/30/24 2:00,social,tablet,APAC,retargeting,799.4936753,3.555405894,6,256.0075416949341,2,1,0,0,1
11/30/24 3:00,search,desktop,EU,nonbrand,1012.7329007012604,3.4944668501717415,6,189.79890333589887,1,1,0,1,1
11/30/24 4:00,display,mobile,APAC,nonbrand,367.84875469237227,3.870922705625795,6,245.45589696987162,2,0,0,0,1
11/30/24 5:00,email,desktop,NA,retargeting,318.6734740957073,6.330627990166274,7,423.2688072867537,2,1,0,0,1
11/30/24 6:00,search,desktop,NA,nonbrand,995.6606320369706,5.402095129267833,8,401.9561834,4,0,0,0,1
11/30/24 7:00,search,desktop,LATAM,brand,712.4016431264603,4.500691443,5,312.50135005028494,0,1,0,0,0
11/30/24 8:00,social,desktop,EU,brand,480.80104218588883,5.113893903526107,3,322.6054306522835,1,1,0,0,1
11/30/24 9:00,display,mobile,NA,nonbrand,412.2276817082944,4.8585830182882335,5,333.91080069992597,1,1,1,0,1
11/30/24 10:00,social,mobile,NA,nonbrand,561.7173804704146,4.152467322300727,7,240.8793252146837,1,0,0,0,1
11/30/24 11:00,search,desktop,APAC,nonbrand,1038.2785572025662,3.529946606096105,7,198.31720317208234,0,1,0,0,1
11/30/24 12:00,email,tablet,NA,nonbrand,420.9437350689779,2.6871461988688794,2,146.54004654674077,0,2,0,0,1
11/30/24 13:00,search,mobile,NA,retargeting,1219.371987446572,4.144678811273705,4,261.0519412674366,2,1,0,0,1
11/30/24 14:00,display,desktop,APAC,retargeting,249.92664009393383,3.5215646621238283,5,166.6056406,1,0,1,0,1
11/30/24 15:00,display,desktop,APAC,retargeting,444.2379039991757,4.533296592361962,5,425.5005939773784,1,1,0,1,1
11/30/24 16:00,social,tablet,NA,nonbrand,448.04975075892924,2.618078699212857,6,156.12593226388972,1,1,0,0,1
11/30/24 17:00,display,tablet,NA,brand,171.02580632521108,3.2515780163925783,2,194.90228645509015,2,0,0,0,0
11/30/24 18:00,display,desktop,LATAM,brand,459.60437783265377,3.6910381372538614,1,250.50691864997842,1,0,0,0,0
11/30/24 19:00,display,mobile,LATAM,nonbrand,861.3475807615564,3.592626324981356,5,239.7445539835426,1,0,0,0,0
11/30/24 20:00,display,tablet,APAC,nonbrand,438.75931758111943,3.697849449696343,4,227.5003830014145,0,1,1,0,1
11/30/24 21:00,social,mobile,APAC,retargeting,791.3225507793677,3.449041239637969,3,112.6702760723226,0,1,0,0,1
11/30/24 22:00,social,mobile,EU,brand,453.4950734893332,1.9471559392376074,2,129.9414956,0,0,0,0,1
11/30/24 23:00,social,desktop,APAC,brand,549.0119692285313,5.392402427629044,3,352.06654453931174,1,0,0,0,0
12/1/24 0:00,social,desktop,NA,brand,412.11638041752394,5.926637355433239,3,315.9686276993152,2,0,0,1,0
12/1/24 1:00,social,mobile,EU,seasonal,729.5810738884798,3.863563170055361,5,306.9484094278136,3,0,0,0,0
12/1/24 2:00,search,desktop,NA,nonbrand,1220.4401040155456,4.122115917,7,362.1628069403654,3,0,0,1,0
12/1/24 3:00,display,mobile,LATAM,nonbrand,374.10326605880726,3.4357726454872437,4,180.31812642061973,0,0,0,0,1
12/1/24 4:00,search,mobile,NA,brand,962.9226029692609,3.049518347744069,6,113.68547038413804,0,0,0,0,1
12/1/24 5:00,affiliate,mobile,APAC,retargeting,650.0797391649689,4.604828266026219,6,305.72769584188603,1,1,0,0,1
12/1/24 6:00,display,mobile,NA,retargeting,410.9998629378249,3.204304178127749,6,123.4346231320397,0,0,0,0,0
12/1/24 7:00,search,tablet,APAC,brand,970.4011096,2.716842837351983,4,102.18370061926824,1,3,0,0,1
12/1/24 8:00,display,desktop,NA,nonbrand,431.2266300259524,3.891124640541406,8,373.5415034084409,1,0,0,0,1
12/1/24 9:00,social,mobile,NA,nonbrand,613.4935117383591,2.2153018907758364,4,119.83947194964483,3,1,0,1,0
12/1/24 10:00,direct,mobile,APAC,nonbrand,391.4632858,3.9198476454955156,3,216.95577434466145,2,0,0,0,1
12/1/24 11:00,direct,desktop,NA,nonbrand,339.06406253771877,5.967847094736003,4,436.80039068901266,2,0,0,0,0
12/1/24 12:00,email,mobile,NA,retargeting,227.74519710873594,4.652886661178277,6,295.3850247515256,3,2,0,0,1
12/1/24 13:00,display,mobile,NA,retargeting,425.2863601829097,3.2492530293586777,3,226.4908514384953,0,0,0,0,1
12/1/24 14:00,affiliate,mobile,NA,seasonal,289.6882225627472,3.019209238649345,5,246.87145756612503,1,1,0,0,0
12/1/24 15:00,display,desktop,EU,nonbrand,530.2688773265797,5.554174032166538,6,384.5825276183235,2,0,0,0,1
12/1/24 16:00,affiliate,mobile,EU,seasonal,507.0362332827504,3.3246589600514938,2,221.34347044696008,3,2,0,0,1
12/1/24 17:00,search,desktop,APAC,nonbrand,1003.6528073257988,4.571737960289173,4,333.92007096717344,1,0,0,1,1
12/1/24 18:00,affiliate,desktop,NA,nonbrand,422.0809595778964,3.7260683212501684,3,311.45679008784305,1,1,0,0,0
12/1/24 19:00,display,mobile,NA,seasonal,436.83929252117775,2.9301282910069175,4,132.9651497241524,2,0,0,0,1
12/1/24 20:00,search,mobile,EU,retargeting,1080.0463968036856,2.860788309394667,6,164.14183767492182,0,0,0,0,1
12/1/24 21:00,direct,desktop,APAC,nonbrand,189.66069488519761,4.428122713,3,378.48568775025956,0,0,0,0,1
12/1/24 22:00,display,desktop,APAC,nonbrand,525.2568152115359,5.272003291,5,335.57184852976667,2,0,1,0,0
12/1/24 23:00,affiliate,desktop,NA,nonbrand,342.41306326531026,4.327134352006738,7,285.6579194066518,0,1,1,1,1
12/2/24 0:00,search,tablet,APAC,nonbrand,941.6217865787813,2.3023626445888725,4,98.59143396215171,1,0,0,0,0
12/2/24 1:00,display,tablet,EU,retargeting,565.1802242754395,4.332473139062331,4,251.35951165528837,0,0,0,0,0
12/2/24 2:00,display,desktop,NA,nonbrand,706.1591738472367,4.629056658897382,2,291.1875229405919,0,1,0,0,1
12/2/24 3:00,search,mobile,APAC,seasonal,1012.5629897192133,2.686666267,4,131.55543924806568,0,0,0,0,1
12/2/24 4:00,email,mobile,APAC,nonbrand,388.4714781613698,4.0236428930195824,5,274.41901064044094,1,1,0,0,0
12/2/24 5:00,display,desktop,APAC,nonbrand,660.0517111561878,5.999803569800507,4,434.3875009801729,1,2,1,0,0
12/2/24 6:00,search,mobile,NA,brand,967.2258615560477,5.257995721132993,4,333.98556760086433,0,0,0,0,1
12/2/24 7:00,display,tablet,EU,brand,571.5823216,1.4506896854006774,7,110.05550628425361,1,2,0,0,0
12/2/24 8:00,search,desktop,EU,nonbrand,1038.620996,3.3967293693910667,3,269.30937296004123,0,2,0,0,0
12/2/24 9:00,email,desktop,NA,nonbrand,301.76607759288237,4.4071153204746425,5,384.45894432232586,3,0,0,1,1
12/2/24 10:00,affiliate,tablet,EU,brand,510.4147900781186,5.0984699098063135,2,321.0621765623366,1,1,0,1,0
12/2/24 11:00,social,mobile,NA,brand,640.1728401705509,3.4322353826307337,4,211.97014783619596,1,0,0,0,1
12/2/24 12:00,social,desktop,APAC,nonbrand,507.4436893500161,2.7308970644631057,5,192.09995732689438,0,0,0,0,0
12/2/24 13:00,social,desktop,APAC,nonbrand,580.9757261948051,3.7704480162397718,4,322.3820540787314,2,1,0,0,0
12/2/24 14:00,social,mobile,NA,nonbrand,807.8152465850627,3.4791087917208388,5,188.84865868237313,1,0,0,0,1
12/2/24 15:00,affiliate,mobile,NA,nonbrand,351.09763807887276,2.556314002486619,1,177.56942088919925,0,1,0,1,1
12/2/24 16:00,search,desktop,LATAM,nonbrand,968.6724853627793,3.230047326552792,6,234.55243020932423,0,0,1,0,1
12/2/24 17:00,social,mobile,NA,nonbrand,558.5246424761608,4.040812993186528,2,222.3063048090889,1,1,0,0,0
12/2/24 18:00,search,desktop,EU,retargeting,1005.8842206166569,5.723148327053002,5,394.8064411768955,1,0,0,0,1
12/2/24 19:00,display,desktop,EU,nonbrand,282.25130697127236,3.6251367223820736,2,227.94933980461622,2,1,1,0,1
12/2/24 20:00,email,desktop,LATAM,nonbrand,552.9581130222325,3.8471166677212154,8,345.49500117759925,7,0,0,0,1
12/2/24 21:00,search,mobile,NA,nonbrand,904.9695325478965,3.512782511,3,201.4720602370276,1,1,0,0,0
12/2/24 22:00,search,desktop,EU,nonbrand,848.7981052786354,4.545534239510206,10,362.3262752438949,1,0,0,0,0
12/2/24 23:00,search,desktop,NA,seasonal,1022.4759023170409,5.292993280040792,5,332.3214767322014,1,1,0,0,1
12/3/24 0:00,search,mobile,APAC,nonbrand,889.9109991631481,4.236822860322318,7,234.41679524232921,1,0,0,0,0
12/3/24 1:00,social,desktop,NA,nonbrand,581.2989980725026,3.405343683146063,3,292.2248596763101,2,1,0,0,1
12/3/24 2:00,email,mobile,APAC,seasonal,579.5770782745262,3.4212441372883537,7,209.7773033604548,1,1,0,0,1
12/3/24 3:00,display,desktop,NA,nonbrand,490.10751706122556,3.6327790087502487,4,288.3568679415821,2,0,0,0,0
12/3/24 4:00,search,desktop,NA,nonbrand,1214.9612677257687,4.978541619386105,6,331.4213474460116,2,0,1,0,1
12/3/24 5:00,display,desktop,EU,nonbrand,396.3987284362729,3.732572344472544,4,294.98284163725003,0,1,0,0,1
12/3/24 6:00,email,tablet,EU,retargeting,418.2583938274785,4.328204441,7,275.0012964203941,2,0,1,0,0
12/3/24 7:00,social,desktop,NA,nonbrand,692.7252697058547,5.626671107478554,1,446.80623057924805,0,1,0,0,0
12/3/24 8:00,search,desktop,EU,seasonal,873.3050909118724,4.441125189197742,7,306.3856342065448,0,0,0,1,0
12/3/24 9:00,email,mobile,NA,seasonal,447.1343718516097,4.422608266701693,7,224.9079975684919,3,1,0,0,0
12/3/24 10:00,search,mobile,NA,nonbrand,809.7001665624434,3.462990173303648,3,174.39897393815198,1,2,0,1,0
12/3/24 11:00,email,desktop,NA,nonbrand,333.6578357640394,4.2342187543144405,6,319.85884283526366,5,1,0,0,0
12/3/24 12:00,email,desktop,EU,brand,223.74180536836207,5.275544029671842,5,383.3574701603623,0,1,0,0,0
12/3/24 13:00,affiliate,desktop,NA,brand,365.39193018953273,4.319840276878941,3,310.57775919710656,4,0,0,0,0
12/3/24 14:00,search,desktop,EU,retargeting,908.5733774765074,5.326539122682997,4,400.0660854027215,3,0,0,0,0
12/3/24 15:00,search,desktop,EU,nonbrand,720.7413589,4.004710093609903,3,261.3843795819359,1,0,0,0,1
12/3/24 16:00,affiliate,desktop,EU,brand,472.1987693134501,4.028068088999876,4,301.14686835753656,1,0,0,0,1
12/3/24 17:00,social,mobile,NA,brand,827.1483324,4.8826848057827466,9,350.9723292480427,0,3,0,1,1
12/3/24 18:00,social,desktop,NA,nonbrand,636.4211057651065,3.3293065630289607,4,285.3261261953834,0,0,0,0,1
12/3/24 19:00,display,mobile,EU,nonbrand,618.5761605,3.1471090671812183,4,178.41409328911038,1,0,0,0,1
12/3/24 20:00,search,mobile,APAC,brand,1061.8093656945077,2.116170971543786,7,127.31880354610135,2,0,0,0,0
12/3/24 21:00,display,desktop,EU,nonbrand,382.1723305387849,4.441011518986533,3,321.07586460252236,0,1,0,0,0
12/3/24 22:00,direct,desktop,NA,seasonal,341.8018125213942,3.923171180676264,3,316.0323447397835,1,0,0,0,0
